U,RF
0.0,0.0
0.0001,-9.802834533512991e-40
0.0002,2.9003757504138544e-39
0.00030000000000000003,-1.1828562769449806e-38
0.0004,4.682834127142106e-38
0.0005,-1.6999259884464063e-37
0.0006000000000000001,4.761153299387529e-37
0.0007,-9.97199782195704e-37
0.0008,8.860841078660545e-37
0.0009000000000000001,4.371194649566832e-36
0.001,-3.1607855455126516e-35
0.0011,1.3511076473626868e-34
0.0012000000000000001,-4.57796342906606e-34
0.0013000000000000002,1.2668972012335979e-33
0.0014,-2.6157495693043595e-33
0.0015,2.1497666283873645e-33
0.0016,1.235781522357475e-32
0.0017000000000000001,-8.629011975240589e-32
0.0018000000000000002,3.650756052775339e-31
0.0019,-1.2283746990422986e-30
0.002,3.372675116909572e-30
0.0021000000000000003,-6.861575510131219e-30
0.0022,5.163719484807982e-30
0.0023,3.4831026327829906e-29
0.0024000000000000002,-2.354514044376143e-28
0.0025,9.861821014693832e-28
0.0026000000000000003,-3.295248953125751e-27
0.0027,8.976097217389013e-27
0.0028,-1.798817958923893e-26
0.0029000000000000002,1.2252783742381304e-26
0.003,9.784762078699895e-26
0.0031000000000000003,-6.42018761527639e-25
0.0032,2.6633314330872846e-24
0.0033,-8.839005200622024e-24
0.0034000000000000002,2.3886489867939647e-23
0.0035,-4.713325830543491e-23
0.0036000000000000003,2.85998783974987e-23
0.0037,2.74240555455682e-22
0.0038,-1.7498525800720575e-21
0.0039000000000000003,7.190981486968445e-21
0.004,-2.370344082741333e-20
0.0041,6.353856824203194e-20
0.004200000000000001,-1.2337201556537737e-19
0.0043,6.524711154343739e-20
0.0044,7.669768659392736e-19
0.0045000000000000005,-4.766980375509242e-18
0.0046,1.941035858551108e-17
0.0047,-6.355229197049038e-17
0.0048000000000000004,1.68988550554197e-16
0.0049,-3.22771417276755e-16
0.005,1.446058962216852e-16
0.0051,2.140309926400267e-15
0.005200000000000001,-1.2980086955619549e-14
0.0053,5.2381793529471536e-14
0.0054,-1.7036159859070757e-13
0.0055000000000000005,4.4933189509256305e-13
0.0056,-8.438877436710963e-13
0.0057,3.079157603606355e-13
