DIAMETER,DISPLACEMENT,TIME
4.0,0.0,0.0
4.0,0.00013049630797468126,4.9998587201116607e-05
4.0,0.0002609904913697392,9.999635949498042e-05
4.0,0.0003914842091035098,0.0001499939535278827
4.0,0.0005235344870015979,0.00020058795053046197
4.0,0.0006615786696784198,0.0002534784725867212
4.0,0.0007995129562914371,0.0003063268377445638
4.0,0.0009374239016324282,0.00035916626802645624
4.0,0.0010753277456387877,0.0004120029916521162
4.0,0.0012132289120927453,0.00046483869664371014
4.0,0.0013511289143934846,0.0005176739650778472
4.0,0.0014890286838635802,0.0005705090588890016
4.0,0.0016269278712570667,0.0006233440944924951
4.0,0.0017648270586505532,0.0006761790718883276
4.0,0.0019027262460440397,0.0007290139328688383
4.0,0.0020406253170222044,0.0007818488520570099
4.0,0.0021785246208310127,0.0008346836548298597
4.0,0.0023164234589785337,0.0008875184576027095
4.0,0.002454322064295411,0.0009403532603755593
4.0,0.0025922206696122885,0.00099318812135607
4.0,0.002730119274929166,0.0010460232151672244
4.0,0.002868017414584756,0.0010988577269017696
4.0,0.003005914855748415,0.0011516918893903494
4.0,0.0031438113655894995,0.0012045258190482855
4.0,0.0032817076425999403,0.0012573597487062216
4.0,0.00341960322111845,0.0013101933291181922
4.0,0.003557499498128891,0.0013630270259454846
4.0,0.003695395775139332,0.0014158609556034207
4.0,0.0038332920521497726,0.0014686948852613568
4.0,0.0039711883291602135,0.001521528814919293
4.0,0.004109084606170654,0.001574362744577229
4.0,0.004246980883181095,0.0016271966742351651
4.0,0.004384877160191536,0.0016800306038931012
4.0,0.004522773437201977,0.0017328645335510373
4.0,0.004660669714212418,0.0017856984632089734
4.0,0.004798565991222858,0.0018385323928669095
4.0,0.004936462268233299,0.0018913662061095238
4.0,0.0050743576139211655,0.0019441995536908507
4.0,0.005212252028286457,0.001997033366933465
4.0,0.005350148305296898,0.002049867296591401
4.0,0.005488044582307339,0.002102701226249337
4.0,0.0056259408593177795,0.0021555351559072733
4.0,0.00576383713632822,0.0022083690855652094
4.0,0.005901733413338661,0.0022612030152231455
4.0,0.0060396273620426655,0.002314036013558507
4.0,0.00617752131074667,0.002366868779063225
4.0,0.006315414793789387,0.0024197015445679426
4.0,0.0064533064141869545,0.002472533145919442
4.0,0.006591196171939373,0.0025253647472709417
4.0,0.006729085464030504,0.0025781963486224413
4.0,0.0068669747561216354,0.002631027949973941
4.0,0.007004864048212767,0.0026838595513254404
4.0,0.007142753340303898,0.0027366909198462963
4.0,0.007280642632395029,0.0027895213570445776
3.999999999999999,0.00741853192448616,0.002842352259904146
3.9999999999998983,0.0075564212165772915,0.0028951838612556458
3.9999999999922804,0.00769431097432971,0.0029480154626071453
3.999999999657495,0.00783220212906599,0.003000847063958645
3.9999999910728725,0.007970093749463558,0.0030536786653101444
3.9999998630231346,0.008107985369861126,0.003106510266661644
3.9999987644007433,0.008245876990258694,0.0031593418680131435
3.9999934392394607,0.008383768610656261,0.0032121739350259304
3.9999790532583575,0.00852166023105383,0.0032650067005306482
3.999956314917654,0.008659551851451397,0.003317839466035366
3.999928678764263,0.008797443471848965,0.003370672231540084
3.9998930599322193,0.008935335092246532,0.0034235049970448017
3.9998514390463242,0.0090732267126441,0.0034763377625495195
3.9998040211066836,0.009211118333041668,0.0035291705280542374
3.9997434248798527,0.009349009953439236,0.0035820025950670242
3.999675451137591,0.009486901573836803,0.003634834196418524
3.999606898170896,0.009624793194234371,0.0036876662634313107
3.9995375336147845,0.009762684814631939,0.0037404990289360285
3.9994652561144903,0.009900577366352081,0.0037933317944407463
3.999384903756436,0.010038470849394798,0.003846164559945464
3.9992942553944886,0.010176362469792366,0.003898997325450182
3.9991984766093083,0.010314254090189934,0.0039518289268016815
3.9991040677414276,0.010452145710587502,0.004004660528153181
3.999016824993305,0.01059003733098507,0.004057492129504681
3.9989319464657456,0.010727928951382637,0.00411032373085618
3.99883741652593,0.010865818709135056,0.00416315533220768
3.998739631148055,0.011003708466887474,0.004215986933559179
3.9986476828344166,0.011141594499349594,0.0042688180692493916
3.9985568556003273,0.011279482394456863,0.004321647342294455
3.998467563651502,0.011417368426918983,0.004374477081000805
3.998383038677275,0.011555256322026253,0.0044273072853684425
3.9983129468746483,0.011693142354488373,0.0044801365584135056
3.998282816610299,0.011831030249595642,0.004532965831458569
3.9982958514010534,0.011968916282057762,0.004585795104503632
3.998320981278084,0.012106804177165031,0.004638624377548695
3.998327853041701,0.012244690209627151,0.004691454116255045
3.998322261730209,0.01238257810473442,0.004744284320622683
3.9983387977117673,0.01252046413719654,0.004797113593667746
3.998385119251907,0.01265835203230381,0.004849942866712809
3.9984482097206637,0.01279623806476593,0.004902772139757872
3.9985319749685004,0.0129341259598732,0.004955601412802935
3.9986255740514025,0.01307201199233532,0.005008430685847998
3.9986996088409796,0.013209899887442589,0.005061259958893061
3.99875792034436,0.013347785919904709,0.005114089231938124
3.9988218403887004,0.013485673815011978,0.005166918504983187
3.99889570788946,0.013623559847474098,0.00521974777802825
3.9989655547542498,0.013761445879936218,0.005272577051073313
3.9990061486605555,0.013899331912398338,0.005325406324118376
3.9990118752466515,0.014037217944860458,0.005378235597163439
3.998999307746999,0.01417510025203228,0.005431064870208502
3.998975655529648,0.014312982559204102,0.005483894143253565
3.9989473035093397,0.014450866729021072,0.005536723416298628
3.9989295066334307,0.014588749036192894,0.005589552689343691
3.998930713161826,0.014726631343364716,0.005642381962388754
